nik_valid,memiliki_kk,domisili_tetap,data_ganda,masuk_dtks,status_perkawinan,pekerjaan_kepala_keluarga,jumlah_anggota_kk,usia_kepala_keluarga,layak_subsidi
tidak,ya,ya,tidak,tidak,menikah,pegawai,2,29,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,38,1
ya,ya,tidak,tidak,ya,belum menikah,wiraswasta,4,66,0
tidak,ya,ya,ya,tidak,belum menikah,wiraswasta,5,20,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,25,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,61,1
ya,ya,tidak,tidak,ya,menikah,buruh,8,63,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,56,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,33,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,24,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,29,1
ya,ya,ya,tidak,tidak,janda/duda,petani,5,29,1
tidak,ya,ya,tidak,tidak,menikah,buruh,3,45,0
ya,ya,ya,tidak,ya,menikah,buruh,7,33,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,41,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,60,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,22,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,68,0
ya,ya,ya,tidak,ya,menikah,buruh,7,61,1
ya,ya,ya,tidak,ya,belum menikah,buruh,5,49,0
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,6,25,1
ya,ya,ya,tidak,tidak,menikah,petani,3,45,1
ya,ya,ya,tidak,tidak,menikah,buruh,5,49,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,63,1
tidak,ya,ya,tidak,ya,menikah,tidak bekerja,5,51,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,64,1
ya,ya,ya,tidak,tidak,menikah,petani,7,46,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,32,0
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,5,50,0
ya,ya,ya,tidak,ya,janda/duda,buruh,3,60,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,5,64,0
tidak,ya,tidak,tidak,tidak,menikah,wiraswasta,3,54,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,61,0
ya,ya,ya,tidak,ya,menikah,buruh,4,28,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,45,0
ya,ya,ya,tidak,ya,menikah,petani,6,40,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,2,31,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,42,0
ya,ya,tidak,ya,tidak,belum menikah,buruh,5,45,0
ya,tidak,ya,tidak,ya,menikah,tidak bekerja,5,54,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,48,1
tidak,ya,tidak,tidak,tidak,menikah,petani,1,56,0
ya,ya,ya,tidak,ya,menikah,petani,3,35,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,29,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,27,1
ya,tidak,ya,tidak,tidak,menikah,petani,4,53,0
ya,ya,ya,tidak,tidak,menikah,petani,4,43,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,41,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,45,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,64,0
ya,ya,ya,tidak,ya,menikah,buruh,5,60,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,33,1
ya,tidak,ya,tidak,ya,menikah,buruh,4,31,1
ya,ya,ya,tidak,ya,menikah,buruh,4,54,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,57,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,40,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,1,27,0
ya,ya,ya,tidak,ya,menikah,petani,8,63,1
ya,tidak,tidak,tidak,ya,belum menikah,wiraswasta,4,35,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,61,1
ya,ya,ya,tidak,ya,menikah,buruh,6,39,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,33,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,27,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,46,1
ya,ya,tidak,tidak,ya,menikah,petani,5,48,0
ya,ya,ya,tidak,ya,menikah,buruh,4,45,1
ya,ya,ya,tidak,ya,menikah,buruh,7,33,1
ya,ya,ya,tidak,tidak,menikah,buruh,8,38,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,31,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,34,0
tidak,ya,ya,tidak,tidak,menikah,buruh,3,56,1
ya,ya,ya,tidak,ya,menikah,petani,7,59,1
ya,ya,ya,tidak,ya,janda/duda,petani,5,46,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,25,1
ya,ya,tidak,tidak,ya,janda/duda,petani,3,47,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,54,0
ya,ya,tidak,tidak,ya,menikah,pegawai,1,35,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,44,1
ya,ya,tidak,tidak,tidak,belum menikah,petani,4,52,0
ya,ya,ya,tidak,tidak,belum menikah,petani,2,50,0
ya,ya,ya,tidak,tidak,menikah,buruh,2,25,0
ya,tidak,tidak,tidak,ya,menikah,petani,8,25,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,56,0
ya,ya,ya,tidak,ya,menikah,buruh,8,30,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,55,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,56,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,26,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,64,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,54,0
ya,ya,ya,tidak,tidak,menikah,buruh,7,32,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,4,37,0
ya,ya,ya,tidak,ya,menikah,petani,5,43,1
tidak,ya,ya,tidak,ya,menikah,buruh,5,47,1
ya,ya,tidak,tidak,tidak,belum menikah,buruh,5,30,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,20,0
ya,ya,ya,tidak,ya,menikah,buruh,8,46,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,25,1
ya,ya,ya,tidak,ya,menikah,buruh,6,60,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,59,0
ya,ya,ya,tidak,ya,menikah,buruh,8,59,1
ya,ya,tidak,tidak,ya,janda/duda,buruh,4,43,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,38,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,44,1
ya,ya,ya,tidak,ya,menikah,buruh,7,33,1
ya,ya,ya,tidak,ya,menikah,buruh,6,35,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,2,27,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,2,55,0
ya,ya,ya,tidak,ya,menikah,petani,3,30,1
ya,ya,ya,tidak,ya,menikah,buruh,7,53,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,42,0
ya,ya,ya,tidak,ya,menikah,buruh,6,31,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,46,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,33,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,27,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,54,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,37,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,41,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,47,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,43,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,69,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,28,0
ya,ya,ya,tidak,ya,menikah,petani,5,22,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,41,1
tidak,ya,tidak,tidak,tidak,menikah,wiraswasta,4,63,0
ya,ya,ya,tidak,ya,menikah,buruh,6,57,1
ya,ya,ya,ya,ya,menikah,buruh,5,52,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,37,1
ya,ya,ya,tidak,tidak,menikah,petani,4,29,0
ya,ya,ya,tidak,ya,janda/duda,petani,3,27,1
ya,tidak,ya,tidak,tidak,menikah,buruh,3,28,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,25,1
ya,ya,tidak,tidak,tidak,menikah,buruh,1,26,0
ya,ya,tidak,tidak,ya,menikah,buruh,8,59,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,37,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,45,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,21,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,6,25,1
ya,ya,ya,tidak,ya,belum menikah,petani,4,39,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,5,28,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,23,0
ya,ya,tidak,tidak,tidak,menikah,buruh,5,52,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,54,0
tidak,ya,ya,tidak,ya,belum menikah,pegawai,4,66,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,34,0
ya,ya,ya,tidak,ya,menikah,pegawai,1,21,0
ya,ya,ya,tidak,ya,menikah,petani,8,50,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,66,0
ya,ya,ya,tidak,tidak,janda/duda,petani,5,34,1
ya,ya,ya,tidak,ya,menikah,petani,8,50,1
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,64,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,1,49,0
ya,ya,ya,tidak,ya,menikah,buruh,4,62,1
ya,ya,ya,tidak,ya,menikah,petani,5,69,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,3,53,0
ya,tidak,ya,ya,ya,menikah,wiraswasta,3,55,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,47,1
ya,ya,ya,tidak,ya,menikah,buruh,4,42,1
ya,ya,ya,tidak,tidak,menikah,buruh,3,47,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,63,0
ya,ya,ya,tidak,ya,janda/duda,petani,7,40,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,2,52,0
ya,ya,ya,tidak,ya,menikah,buruh,8,46,1
ya,ya,ya,tidak,ya,menikah,petani,7,62,1
ya,ya,ya,tidak,tidak,janda/duda,petani,3,38,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,59,0
ya,ya,ya,tidak,ya,menikah,buruh,6,53,1
ya,ya,ya,ya,ya,belum menikah,wiraswasta,2,57,0
ya,ya,ya,tidak,tidak,menikah,petani,7,31,1
ya,ya,ya,tidak,ya,menikah,petani,7,50,1
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,2,61,0
ya,tidak,ya,tidak,ya,menikah,petani,3,29,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,3,47,0
ya,ya,tidak,tidak,tidak,janda/duda,buruh,6,63,1
ya,ya,ya,ya,tidak,menikah,pegawai,3,60,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,50,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,21,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,3,50,0
ya,ya,tidak,tidak,tidak,menikah,buruh,3,27,1
ya,ya,tidak,tidak,ya,menikah,buruh,8,55,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,43,0
ya,ya,ya,tidak,tidak,menikah,buruh,7,64,1
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,4,53,1
ya,ya,ya,tidak,ya,menikah,buruh,8,27,1
ya,ya,tidak,ya,tidak,belum menikah,pegawai,2,57,0
tidak,ya,ya,tidak,tidak,belum menikah,petani,1,57,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,35,1
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,5,40,1
ya,ya,ya,tidak,ya,menikah,buruh,7,28,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,2,63,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,28,0
ya,ya,ya,tidak,ya,menikah,buruh,8,38,1
ya,ya,ya,tidak,ya,menikah,petani,3,64,1
ya,ya,ya,tidak,ya,menikah,petani,8,44,1
ya,ya,ya,tidak,ya,menikah,buruh,5,52,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,65,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,49,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,63,0
ya,ya,ya,tidak,ya,menikah,buruh,7,58,1
ya,ya,ya,tidak,ya,menikah,buruh,4,45,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,20,0
ya,ya,ya,tidak,ya,menikah,petani,4,49,1
tidak,ya,tidak,tidak,tidak,menikah,pegawai,4,34,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,3,59,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,34,1
ya,ya,ya,tidak,ya,janda/duda,buruh,5,26,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,28,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,29,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,31,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,64,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,56,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,56,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,42,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,31,1
ya,ya,ya,ya,ya,menikah,petani,3,64,1
ya,ya,tidak,tidak,tidak,menikah,petani,3,58,0
ya,ya,ya,tidak,ya,menikah,petani,3,36,1
ya,ya,ya,tidak,ya,menikah,buruh,5,64,1
ya,ya,ya,tidak,ya,menikah,buruh,7,60,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,61,1
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,3,55,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,59,0
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,57,0
ya,ya,ya,tidak,ya,menikah,buruh,8,49,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,5,33,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,30,0
ya,ya,tidak,tidak,tidak,belum menikah,petani,2,30,0
ya,tidak,ya,tidak,ya,belum menikah,wiraswasta,1,23,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,62,1
ya,ya,ya,tidak,tidak,menikah,petani,4,33,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,63,0
ya,ya,ya,tidak,ya,menikah,buruh,4,45,1
ya,ya,tidak,ya,tidak,menikah,pegawai,3,29,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,51,1
ya,ya,ya,tidak,ya,menikah,petani,7,26,1
ya,ya,ya,tidak,tidak,janda/duda,petani,6,42,1
ya,ya,tidak,tidak,ya,menikah,buruh,5,25,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,23,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,50,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,1,57,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,23,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,7,25,1
ya,ya,ya,tidak,ya,menikah,buruh,6,51,1
ya,ya,tidak,tidak,ya,menikah,petani,8,50,1
ya,ya,ya,tidak,ya,menikah,pegawai,3,56,0
ya,ya,tidak,ya,tidak,menikah,pegawai,4,47,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,31,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,53,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,35,1
ya,ya,ya,tidak,ya,menikah,buruh,4,28,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,61,0
ya,ya,ya,tidak,ya,janda/duda,buruh,3,60,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,64,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,58,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,26,1
ya,ya,ya,tidak,ya,menikah,buruh,6,50,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,55,0
ya,ya,tidak,ya,tidak,belum menikah,buruh,2,68,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,66,0
ya,ya,ya,tidak,ya,menikah,buruh,7,61,1
ya,ya,ya,tidak,tidak,menikah,petani,7,59,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,54,1
ya,ya,tidak,tidak,tidak,janda/duda,petani,8,44,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,53,0
ya,ya,ya,tidak,ya,menikah,buruh,7,52,1
ya,ya,ya,tidak,ya,menikah,petani,3,33,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,4,39,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,4,60,0
ya,ya,ya,tidak,ya,menikah,buruh,6,48,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,29,1
ya,ya,ya,tidak,ya,menikah,petani,6,36,1
ya,ya,ya,tidak,tidak,menikah,buruh,1,45,0
ya,ya,ya,tidak,ya,menikah,petani,8,50,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,57,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,63,0
ya,ya,ya,tidak,ya,menikah,petani,5,32,1
ya,ya,ya,tidak,ya,menikah,buruh,3,61,1
ya,ya,ya,tidak,ya,menikah,buruh,6,28,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,48,0
ya,ya,ya,tidak,ya,menikah,petani,8,42,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,59,0
ya,ya,ya,tidak,ya,menikah,pegawai,3,28,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,60,1
ya,ya,ya,tidak,ya,menikah,buruh,3,55,1
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,3,26,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,2,64,0
ya,ya,ya,tidak,ya,menikah,buruh,8,42,1
ya,ya,tidak,tidak,ya,belum menikah,wiraswasta,5,41,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,22,0
ya,ya,tidak,tidak,tidak,menikah,petani,2,66,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,52,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,32,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,21,0
ya,ya,ya,tidak,tidak,menikah,petani,1,24,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,33,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,58,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,1,55,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,67,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,32,0
ya,ya,ya,ya,tidak,menikah,pegawai,1,47,0
ya,ya,ya,ya,tidak,menikah,petani,5,60,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,2,54,0
ya,ya,ya,tidak,tidak,menikah,buruh,8,60,1
ya,ya,tidak,tidak,ya,menikah,pegawai,1,42,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,59,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,22,0
ya,ya,ya,tidak,ya,menikah,buruh,6,63,1
ya,tidak,ya,tidak,tidak,menikah,pegawai,1,40,0
ya,tidak,tidak,tidak,tidak,menikah,wiraswasta,5,21,0
ya,ya,ya,tidak,ya,menikah,petani,4,43,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,4,45,0
ya,ya,ya,tidak,ya,menikah,pegawai,2,56,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,51,0
ya,ya,ya,tidak,ya,menikah,petani,7,31,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,39,1
ya,ya,ya,tidak,tidak,menikah,buruh,2,45,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,48,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,5,30,0
ya,ya,ya,tidak,ya,menikah,petani,5,39,1
tidak,ya,ya,tidak,ya,janda/duda,petani,3,25,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,37,0
ya,ya,tidak,tidak,tidak,belum menikah,buruh,3,67,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,43,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,40,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,46,0
ya,ya,tidak,ya,ya,menikah,pegawai,5,69,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,57,1
ya,ya,ya,tidak,ya,janda/duda,petani,4,35,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,5,67,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,20,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,34,0
tidak,ya,ya,tidak,ya,menikah,buruh,6,36,1
ya,ya,ya,tidak,ya,menikah,buruh,3,38,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,4,55,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,45,1
ya,tidak,tidak,tidak,tidak,menikah,wiraswasta,4,51,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,43,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,24,0
ya,ya,ya,tidak,ya,janda/duda,buruh,3,56,1
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,5,54,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,1,57,0
ya,ya,ya,tidak,ya,menikah,buruh,3,61,1
ya,ya,ya,tidak,ya,menikah,buruh,3,38,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,3,29,0
ya,ya,ya,tidak,ya,menikah,buruh,7,64,1
ya,ya,tidak,tidak,tidak,menikah,buruh,2,60,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,20,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,55,0
ya,ya,ya,tidak,ya,menikah,buruh,4,37,1
tidak,ya,ya,tidak,tidak,menikah,petani,2,29,0
ya,ya,ya,tidak,tidak,janda/duda,buruh,5,61,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,47,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,50,1
ya,ya,ya,tidak,ya,menikah,buruh,7,26,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,43,0
ya,ya,ya,tidak,ya,menikah,petani,7,30,1
ya,ya,tidak,tidak,ya,menikah,buruh,6,42,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,5,55,0
ya,ya,ya,tidak,tidak,menikah,petani,3,47,1
ya,ya,ya,tidak,ya,menikah,petani,2,25,0
ya,ya,ya,tidak,ya,menikah,buruh,8,59,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,52,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,3,50,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,63,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,3,28,0
ya,ya,ya,tidak,ya,janda/duda,petani,6,36,1
ya,ya,ya,tidak,ya,menikah,buruh,6,42,1
ya,tidak,tidak,tidak,tidak,menikah,petani,4,49,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,57,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,24,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,44,1
ya,ya,tidak,tidak,ya,menikah,petani,3,62,1
ya,ya,ya,ya,tidak,belum menikah,petani,3,41,0
ya,ya,ya,tidak,ya,menikah,petani,8,26,1
ya,tidak,tidak,tidak,tidak,menikah,wiraswasta,5,57,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,32,0
ya,ya,ya,tidak,tidak,janda/duda,buruh,7,34,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,58,0
ya,ya,ya,tidak,ya,menikah,buruh,7,56,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,28,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,63,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,32,0
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,8,62,1
ya,ya,tidak,tidak,ya,belum menikah,wiraswasta,2,56,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,34,0
ya,ya,ya,tidak,tidak,menikah,buruh,6,39,1
ya,ya,ya,tidak,ya,menikah,buruh,6,31,1
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,69,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,54,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,51,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,63,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,49,0
tidak,ya,tidak,tidak,ya,janda/duda,tidak bekerja,8,58,1
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,32,0
ya,ya,ya,ya,ya,menikah,wiraswasta,4,30,0
ya,ya,ya,tidak,ya,menikah,buruh,3,35,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,21,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,23,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,37,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,52,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,31,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,69,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,48,0
ya,ya,ya,tidak,ya,menikah,petani,1,24,0
ya,tidak,tidak,tidak,tidak,belum menikah,pegawai,2,52,0
ya,ya,ya,tidak,ya,menikah,buruh,7,28,1
tidak,ya,ya,tidak,ya,menikah,buruh,4,44,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,1,35,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,68,0
ya,ya,tidak,tidak,ya,belum menikah,pegawai,2,67,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,48,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,55,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,61,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,5,25,1
ya,ya,ya,tidak,ya,menikah,buruh,6,28,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,38,0
ya,ya,ya,tidak,tidak,menikah,buruh,8,36,1
tidak,ya,ya,tidak,ya,belum menikah,wiraswasta,4,38,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,68,0
ya,ya,ya,tidak,ya,janda/duda,buruh,5,58,1
tidak,ya,tidak,tidak,ya,menikah,pegawai,5,30,0
ya,ya,ya,tidak,ya,menikah,petani,3,47,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,25,0
ya,ya,ya,tidak,ya,menikah,pegawai,4,69,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,59,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,68,0
ya,ya,ya,tidak,tidak,menikah,petani,5,43,1
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,8,57,1
ya,ya,tidak,ya,ya,belum menikah,wiraswasta,5,32,0
