umur,status_pekerjaan,status_pernikahan
28,pekerja informal,menikah
78,buruh,duda
26,buruh,janda
61,pns,duda
35,pns,belum menikah
28,buruh,menikah
76,buruh,janda
53,buruh,janda
74,pengangguran,menikah
54,buruh,janda
43,pengangguran,cerai
44,pegawai tetap,cerai
30,pegawai tetap,menikah
45,pekerja informal,menikah
31,pengangguran,duda
41,pengangguran,menikah
67,pekerja informal,belum menikah
46,pegawai tetap,cerai
27,pekerja informal,belum menikah
18,pns,cerai
46,pns,janda
25,pengangguran,menikah
46,buruh,janda
79,pns,cerai
71,wirausaha,belum menikah
29,buruh,janda
38,pegawai tetap,cerai
58,pegawai tetap,belum menikah
41,wirausaha,cerai
44,pns,duda
68,pns,menikah
59,pengangguran,cerai
32,pekerja informal,menikah
21,pengangguran,menikah
44,pns,duda
49,pengangguran,janda
59,pns,belum menikah
19,pegawai tetap,duda
44,pegawai tetap,menikah
58,pekerja informal,janda
66,pekerja informal,janda
42,pns,duda
27,pengangguran,janda
71,karyawan tetap,duda
47,pegawai tetap,cerai
43,pengangguran,janda
39,pekerja informal,janda
43,buruh,cerai
55,buruh,janda
30,pns,menikah
60,pegawai tetap,janda
71,wirausaha,cerai
45,karyawan tetap,belum menikah
61,karyawan tetap,cerai
68,wirausaha,cerai
72,buruh,belum menikah
18,buruh,menikah
73,pns,cerai
60,pengangguran,belum menikah
52,wirausaha,menikah
48,karyawan tetap,menikah
77,buruh,cerai
59,pns,janda
34,pekerja informal,belum menikah
60,karyawan tetap,menikah
32,pekerja informal,cerai
41,pns,menikah
19,pns,duda
31,pns,cerai
79,pns,janda
48,pengangguran,cerai
42,buruh,cerai
65,wirausaha,cerai
73,pekerja informal,belum menikah
34,pns,menikah
55,buruh,janda
55,pekerja informal,cerai
59,pekerja informal,janda
71,pengangguran,janda
25,pekerja informal,duda
49,buruh,menikah
40,buruh,belum menikah
68,pekerja informal,menikah
33,pengangguran,menikah
27,pns,menikah
34,pengangguran,cerai
65,karyawan tetap,belum menikah
44,pekerja informal,cerai
66,pengangguran,menikah
27,pns,belum menikah
67,buruh,duda
23,pekerja informal,belum menikah
68,pengangguran,cerai
22,wirausaha,cerai
22,wirausaha,belum menikah
79,karyawan tetap,cerai
19,pns,belum menikah
50,pengangguran,belum menikah
53,wirausaha,duda
39,pns,menikah
25,pekerja informal,belum menikah
28,buruh,belum menikah
57,wirausaha,belum menikah
67,karyawan tetap,menikah
28,karyawan tetap,menikah
23,pekerja informal,cerai
42,pegawai tetap,cerai
79,pekerja informal,duda
47,pekerja informal,duda
53,pengangguran,belum menikah
42,wirausaha,menikah
53,karyawan tetap,duda
71,pegawai tetap,belum menikah
44,pegawai tetap,menikah
41,pns,menikah
34,buruh,cerai
29,karyawan tetap,cerai
18,buruh,belum menikah
37,karyawan tetap,duda
65,pns,janda
74,pegawai tetap,duda
47,pekerja informal,duda
72,pengangguran,duda
70,pegawai tetap,duda
34,karyawan tetap,duda
47,wirausaha,janda
22,wirausaha,cerai
34,pengangguran,janda
48,karyawan tetap,belum menikah
60,wirausaha,duda
57,pekerja informal,cerai
54,pengangguran,menikah
41,wirausaha,janda
37,buruh,duda
48,pekerja informal,belum menikah
45,buruh,cerai
74,pengangguran,janda
32,karyawan tetap,menikah
65,pengangguran,belum menikah
68,pns,belum menikah
78,pegawai tetap,belum menikah
36,pengangguran,janda
66,buruh,belum menikah
60,buruh,menikah
35,karyawan tetap,belum menikah
68,wirausaha,duda
66,karyawan tetap,cerai
61,buruh,belum menikah
45,buruh,menikah
37,pekerja informal,belum menikah
79,wirausaha,janda
43,wirausaha,menikah
26,wirausaha,janda
64,wirausaha,duda
60,pekerja informal,cerai
24,pegawai tetap,janda
38,buruh,belum menikah
59,buruh,cerai
33,wirausaha,belum menikah
39,pengangguran,cerai
72,pekerja informal,cerai
47,buruh,cerai
61,buruh,menikah
75,pengangguran,belum menikah
63,buruh,belum menikah
28,buruh,duda
74,pns,duda
42,pegawai tetap,cerai
71,buruh,belum menikah
51,buruh,duda
73,buruh,janda
41,karyawan tetap,cerai
41,pekerja informal,cerai
18,karyawan tetap,cerai
20,pns,menikah
66,pns,cerai
22,buruh,menikah
29,karyawan tetap,janda
26,karyawan tetap,duda
58,wirausaha,duda
45,pns,belum menikah
38,buruh,janda
20,karyawan tetap,janda
47,buruh,belum menikah
65,buruh,cerai
46,pekerja informal,duda
61,pns,janda
68,pekerja informal,menikah
21,wirausaha,belum menikah
57,buruh,belum menikah
72,karyawan tetap,menikah
63,karyawan tetap,menikah
21,pegawai tetap,janda
28,karyawan tetap,janda
61,pekerja informal,belum menikah
75,pns,duda
29,pns,belum menikah
30,buruh,belum menikah
34,karyawan tetap,cerai
43,pengangguran,duda
44,pekerja informal,menikah
77,pns,menikah
66,wirausaha,cerai
67,pegawai tetap,belum menikah
72,karyawan tetap,belum menikah
42,pns,cerai
77,pegawai tetap,janda
25,wirausaha,janda
65,wirausaha,janda
49,buruh,duda
79,buruh,duda
24,buruh,menikah
26,pengangguran,duda
53,pegawai tetap,cerai
76,pegawai tetap,duda
35,pengangguran,belum menikah
72,wirausaha,belum menikah
77,pengangguran,menikah
79,pekerja informal,duda
58,pegawai tetap,belum menikah
36,pekerja informal,janda
57,karyawan tetap,belum menikah
29,pekerja informal,duda
55,karyawan tetap,cerai
72,pns,menikah
34,pegawai tetap,duda
57,pns,duda
21,pegawai tetap,belum menikah
75,pekerja informal,janda
54,karyawan tetap,menikah
78,pns,duda
79,pekerja informal,janda
30,pekerja informal,cerai
40,pns,belum menikah
57,wirausaha,duda
31,karyawan tetap,janda
66,karyawan tetap,duda
48,wirausaha,duda
50,pegawai tetap,belum menikah
55,buruh,belum menikah
30,karyawan tetap,duda
31,pns,cerai
56,wirausaha,cerai
28,wirausaha,belum menikah
50,karyawan tetap,cerai
32,pengangguran,menikah
51,buruh,menikah
64,pns,janda
42,pekerja informal,duda
69,pns,cerai
79,pns,cerai
25,pekerja informal,belum menikah
34,pns,duda
62,pegawai tetap,duda
75,wirausaha,belum menikah
62,pegawai tetap,belum menikah
24,pegawai tetap,duda
19,pekerja informal,janda
70,pengangguran,duda
48,pengangguran,belum menikah
20,pengangguran,janda
69,pegawai tetap,duda
50,pekerja informal,janda
72,wirausaha,janda
47,buruh,cerai
53,buruh,cerai
44,pekerja informal,cerai
61,pekerja informal,duda
39,karyawan tetap,belum menikah
55,pns,duda
27,pns,belum menikah
66,pegawai tetap,duda
55,buruh,duda
23,buruh,belum menikah
42,pekerja informal,janda
37,pns,duda
35,pegawai tetap,janda
79,pegawai tetap,belum menikah
69,pns,duda
27,pegawai tetap,belum menikah
65,pekerja informal,belum menikah
60,wirausaha,duda
47,buruh,janda
54,karyawan tetap,menikah
35,buruh,janda
68,buruh,belum menikah
67,pekerja informal,cerai
44,wirausaha,janda
70,pegawai tetap,menikah
32,pengangguran,cerai
41,karyawan tetap,duda
64,pegawai tetap,belum menikah
71,pekerja informal,duda
51,pns,menikah
55,pengangguran,belum menikah
18,karyawan tetap,menikah
77,pns,duda
67,pns,janda
57,buruh,belum menikah
48,wirausaha,cerai
70,wirausaha,cerai
78,karyawan tetap,janda
48,pegawai tetap,cerai
43,pengangguran,duda
44,pegawai tetap,duda
49,pegawai tetap,cerai
41,pegawai tetap,menikah
35,buruh,janda
38,pegawai tetap,menikah
71,wirausaha,belum menikah
52,pns,menikah
54,pengangguran,belum menikah
48,pengangguran,janda
28,pegawai tetap,menikah
24,pengangguran,belum menikah
30,pegawai tetap,menikah
20,pns,janda
60,karyawan tetap,menikah
71,buruh,belum menikah
22,pekerja informal,janda
37,karyawan tetap,janda
35,wirausaha,belum menikah
37,buruh,cerai
50,pegawai tetap,cerai
19,pekerja informal,cerai
53,karyawan tetap,janda
23,buruh,belum menikah
62,pns,duda
43,pegawai tetap,menikah
49,karyawan tetap,belum menikah
64,karyawan tetap,menikah
47,buruh,menikah
45,karyawan tetap,belum menikah
51,pekerja informal,menikah
40,pns,janda
37,karyawan tetap,belum menikah
67,buruh,menikah
71,wirausaha,duda
52,pegawai tetap,janda
33,wirausaha,cerai
21,pns,cerai
48,pekerja informal,menikah
23,pns,janda
54,pekerja informal,menikah
72,karyawan tetap,menikah
67,pns,belum menikah
47,karyawan tetap,cerai
54,buruh,menikah
19,pengangguran,cerai
18,buruh,cerai
72,wirausaha,janda
40,pns,cerai
51,pegawai tetap,menikah
23,pengangguran,duda
55,karyawan tetap,menikah
27,buruh,duda
29,pns,menikah
68,pekerja informal,janda
69,pengangguran,menikah
27,pekerja informal,janda
79,buruh,menikah
55,wirausaha,cerai
74,pekerja informal,menikah
38,pekerja informal,cerai
67,pegawai tetap,belum menikah
43,pns,janda
54,buruh,belum menikah
34,karyawan tetap,cerai
51,karyawan tetap,belum menikah
26,karyawan tetap,belum menikah
46,pekerja informal,menikah
73,pekerja informal,cerai
57,buruh,cerai
51,pns,menikah
69,karyawan tetap,duda
46,pegawai tetap,belum menikah
34,pengangguran,cerai
20,pekerja informal,duda
62,pns,janda
38,pekerja informal,janda
71,karyawan tetap,belum menikah
39,pekerja informal,menikah
26,pengangguran,belum menikah
32,wirausaha,cerai
18,pns,belum menikah
28,pekerja informal,cerai
76,pns,janda
35,wirausaha,cerai
72,karyawan tetap,cerai
36,pengangguran,cerai
69,wirausaha,duda
35,wirausaha,belum menikah
60,pns,belum menikah
68,pekerja informal,belum menikah
43,pegawai tetap,menikah
68,pengangguran,cerai
58,pekerja informal,duda
62,pns,cerai
57,karyawan tetap,duda
36,karyawan tetap,duda
22,pengangguran,janda
46,pekerja informal,duda
77,pns,cerai
19,wirausaha,janda
71,pegawai tetap,belum menikah
77,wirausaha,cerai
60,karyawan tetap,janda
68,pegawai tetap,duda
70,wirausaha,janda
43,buruh,belum menikah
69,pekerja informal,belum menikah
60,buruh,belum menikah
46,pekerja informal,janda
55,pns,cerai
78,buruh,menikah
26,wirausaha,menikah
62,buruh,duda
32,pns,duda
45,pns,janda
54,buruh,cerai
75,wirausaha,cerai
26,pengangguran,belum menikah
67,karyawan tetap,duda
50,pegawai tetap,cerai
40,pengangguran,janda
35,pns,menikah
66,pegawai tetap,janda
60,buruh,menikah
56,pns,duda
60,buruh,janda
51,pegawai tetap,janda
61,buruh,belum menikah
39,wirausaha,cerai
47,buruh,janda
64,karyawan tetap,janda
63,pekerja informal,menikah
32,wirausaha,menikah
18,pns,belum menikah
48,wirausaha,menikah
20,pegawai tetap,cerai
76,pns,menikah
54,pns,duda
32,wirausaha,duda
56,pegawai tetap,menikah
32,pegawai tetap,janda
45,pegawai tetap,belum menikah
59,pengangguran,cerai
21,pns,belum menikah
42,wirausaha,duda
66,pengangguran,janda
45,karyawan tetap,menikah
28,pegawai tetap,belum menikah
45,karyawan tetap,menikah
46,pns,menikah
31,buruh,janda
79,wirausaha,duda
44,karyawan tetap,janda
42,pengangguran,duda
25,pegawai tetap,janda
68,pns,belum menikah
23,pekerja informal,belum menikah
23,pengangguran,janda
54,karyawan tetap,belum menikah
47,pengangguran,cerai
38,buruh,duda
51,pns,cerai
26,wirausaha,janda
61,karyawan tetap,janda
36,buruh,cerai
60,pekerja informal,menikah
67,pengangguran,cerai
66,pengangguran,janda
23,pengangguran,janda
66,wirausaha,menikah
39,pekerja informal,belum menikah
50,pns,janda
63,pekerja informal,belum menikah
18,karyawan tetap,cerai
73,pengangguran,duda
77,buruh,cerai
48,wirausaha,duda
64,pekerja informal,belum menikah
23,wirausaha,janda
45,wirausaha,belum menikah
58,pegawai tetap,menikah
77,pekerja informal,cerai
79,karyawan tetap,belum menikah
71,pengangguran,duda
57,pekerja informal,menikah
47,pns,belum menikah
76,pegawai tetap,duda
63,karyawan tetap,cerai
48,karyawan tetap,belum menikah
73,karyawan tetap,belum menikah
19,pengangguran,cerai
34,pegawai tetap,janda
51,pekerja informal,duda
56,karyawan tetap,menikah
51,buruh,cerai
64,karyawan tetap,duda
25,pekerja informal,cerai
31,pengangguran,menikah
34,buruh,duda
45,buruh,janda
30,buruh,cerai
20,karyawan tetap,cerai
31,buruh,belum menikah
28,pns,janda
71,karyawan tetap,belum menikah
70,buruh,duda
72,wirausaha,belum menikah
44,wirausaha,menikah
32,pns,duda
72,pegawai tetap,belum menikah
45,karyawan tetap,duda
62,pegawai tetap,duda
76,pekerja informal,menikah
48,wirausaha,duda
20,pns,janda
40,pekerja informal,janda
78,buruh,cerai
51,karyawan tetap,belum menikah
40,pns,belum menikah
37,pekerja informal,menikah
43,karyawan tetap,duda
19,karyawan tetap,duda
75,buruh,janda
43,pns,duda
42,karyawan tetap,duda
39,pekerja informal,cerai
40,pegawai tetap,duda
31,wirausaha,menikah
30,buruh,menikah
50,wirausaha,cerai
38,pengangguran,cerai
67,pekerja informal,duda
77,pekerja informal,janda
18,pengangguran,cerai
77,pns,menikah
73,pekerja informal,janda
68,pegawai tetap,belum menikah
65,pegawai tetap,cerai
60,karyawan tetap,belum menikah
63,wirausaha,duda
69,karyawan tetap,duda
50,pekerja informal,menikah
52,karyawan tetap,duda
50,pns,janda
69,wirausaha,belum menikah
75,pekerja informal,menikah
71,karyawan tetap,janda
76,karyawan tetap,cerai
21,karyawan tetap,duda
30,pengangguran,janda
58,wirausaha,belum menikah
31,pengangguran,janda
41,pns,menikah
56,karyawan tetap,duda
21,wirausaha,duda
22,wirausaha,janda
52,karyawan tetap,janda
50,buruh,duda
67,pegawai tetap,cerai
58,pns,menikah
71,buruh,duda
22,karyawan tetap,belum menikah
52,pengangguran,janda
25,karyawan tetap,belum menikah
54,pegawai tetap,belum menikah
31,karyawan tetap,menikah
27,pegawai tetap,menikah
18,pegawai tetap,janda
22,pegawai tetap,cerai
37,pekerja informal,menikah
50,pns,duda
61,pns,menikah
51,wirausaha,janda
32,pengangguran,menikah
32,karyawan tetap,menikah
73,wirausaha,menikah
27,pekerja informal,cerai
77,pekerja informal,belum menikah
24,karyawan tetap,cerai
63,karyawan tetap,janda
37,pekerja informal,belum menikah
39,karyawan tetap,menikah
22,pns,cerai
79,buruh,duda
19,buruh,menikah
23,karyawan tetap,duda
37,pengangguran,belum menikah
31,pekerja informal,cerai
61,wirausaha,cerai
45,pengangguran,menikah
77,pekerja informal,duda
31,pengangguran,cerai
79,pengangguran,janda
44,pengangguran,janda
75,pns,menikah
53,karyawan tetap,menikah
63,wirausaha,belum menikah
69,pekerja informal,duda
30,pengangguran,belum menikah
76,pegawai tetap,janda
28,pns,cerai
40,buruh,menikah
74,karyawan tetap,janda
18,wirausaha,menikah
65,buruh,menikah
30,pns,janda
18,pekerja informal,duda
76,wirausaha,menikah
68,wirausaha,janda
47,pengangguran,janda
47,pegawai tetap,menikah
58,karyawan tetap,menikah
67,pengangguran,menikah
66,pekerja informal,cerai
20,pns,menikah
24,wirausaha,cerai
29,buruh,duda
71,karyawan tetap,menikah
69,buruh,belum menikah
46,buruh,cerai
64,pengangguran,janda
22,pegawai tetap,menikah
38,pengangguran,janda
56,pekerja informal,janda
49,pekerja informal,cerai
64,karyawan tetap,menikah
19,pengangguran,cerai
53,pegawai tetap,cerai
58,pekerja informal,duda
40,karyawan tetap,menikah
53,pengangguran,duda
43,karyawan tetap,duda
57,wirausaha,belum menikah
21,pns,menikah
40,karyawan tetap,duda
50,pns,cerai
43,wirausaha,belum menikah
55,wirausaha,menikah
74,pekerja informal,menikah
68,karyawan tetap,janda
33,pegawai tetap,duda
36,pns,janda
49,pegawai tetap,belum menikah
51,pns,cerai
75,karyawan tetap,belum menikah
72,pns,cerai
67,karyawan tetap,menikah
67,karyawan tetap,duda
52,buruh,janda
49,karyawan tetap,cerai
69,pekerja informal,menikah
21,pengangguran,janda
63,buruh,janda
40,pengangguran,janda
28,buruh,janda
71,karyawan tetap,janda
30,pns,cerai
36,pns,janda
53,karyawan tetap,cerai
79,wirausaha,menikah
32,pegawai tetap,menikah
31,wirausaha,duda
41,pekerja informal,duda
34,pns,menikah
66,pns,menikah
68,pengangguran,belum menikah
69,pekerja informal,menikah
68,pegawai tetap,janda
24,pekerja informal,menikah
31,pegawai tetap,janda
26,pns,cerai
39,pekerja informal,duda
62,pekerja informal,duda
62,pekerja informal,janda
45,pengangguran,duda
61,pns,belum menikah
72,buruh,cerai
55,karyawan tetap,janda
67,wirausaha,belum menikah
28,karyawan tetap,janda
76,wirausaha,janda
64,pns,belum menikah
70,buruh,duda
75,wirausaha,menikah
40,wirausaha,duda
59,pengangguran,duda
48,pekerja informal,belum menikah
59,karyawan tetap,cerai
21,buruh,menikah
76,pegawai tetap,belum menikah
47,pns,janda
60,pengangguran,cerai
42,pengangguran,janda
79,pns,belum menikah
24,pengangguran,belum menikah
35,buruh,menikah
35,pengangguran,menikah
48,pegawai tetap,duda
76,pns,cerai
36,pengangguran,belum menikah
34,pekerja informal,belum menikah
78,buruh,belum menikah
45,karyawan tetap,janda
60,pegawai tetap,cerai
77,pekerja informal,belum menikah
50,buruh,duda
52,pns,duda
79,pengangguran,duda
34,pegawai tetap,duda
37,pegawai tetap,duda
46,buruh,menikah
47,pegawai tetap,janda
33,pns,janda
48,karyawan tetap,cerai
56,buruh,belum menikah
52,wirausaha,duda
68,buruh,cerai
19,pekerja informal,belum menikah
48,pekerja informal,cerai
69,pegawai tetap,menikah
68,buruh,duda
56,pns,janda
41,pengangguran,duda
46,pegawai tetap,menikah
49,karyawan tetap,menikah
23,karyawan tetap,janda
31,pns,janda
28,pegawai tetap,menikah
37,karyawan tetap,janda
36,pekerja informal,janda
72,pengangguran,cerai
31,buruh,duda
75,pengangguran,menikah
76,karyawan tetap,janda
28,pekerja informal,duda
63,pns,duda
25,karyawan tetap,janda
52,wirausaha,cerai
43,karyawan tetap,menikah
43,pns,cerai
49,pegawai tetap,belum menikah
72,pegawai tetap,menikah
33,buruh,duda
66,buruh,cerai
34,pekerja informal,janda
71,wirausaha,belum menikah
24,pegawai tetap,menikah
29,pegawai tetap,duda
22,pekerja informal,janda
65,pegawai tetap,cerai
32,karyawan tetap,cerai
22,pegawai tetap,belum menikah
24,wirausaha,janda
33,pekerja informal,duda
52,pengangguran,duda
26,wirausaha,janda
46,pegawai tetap,belum menikah
66,pengangguran,cerai
75,pns,menikah
26,buruh,belum menikah
72,pegawai tetap,menikah
73,wirausaha,menikah
47,wirausaha,janda
42,pns,belum menikah
75,pekerja informal,menikah
74,pns,cerai
78,pegawai tetap,belum menikah
37,pegawai tetap,belum menikah
65,karyawan tetap,menikah
75,pns,cerai
38,buruh,menikah
65,wirausaha,duda
31,pengangguran,cerai
43,karyawan tetap,menikah
53,buruh,menikah
51,pengangguran,duda
46,pengangguran,duda
29,karyawan tetap,menikah
54,pns,belum menikah
31,pns,belum menikah
72,wirausaha,janda
29,pns,menikah
69,buruh,belum menikah
46,pns,belum menikah
21,pns,menikah
24,wirausaha,menikah
55,pns,belum menikah
34,pegawai tetap,menikah
32,pegawai tetap,belum menikah
26,pengangguran,menikah
36,pengangguran,belum menikah
72,pns,menikah
20,karyawan tetap,menikah
41,buruh,menikah
20,buruh,belum menikah
29,pengangguran,janda
35,karyawan tetap,menikah
38,pengangguran,cerai
35,pns,duda
73,karyawan tetap,belum menikah
40,pekerja informal,janda
64,wirausaha,menikah
61,karyawan tetap,duda
77,pengangguran,duda
79,pegawai tetap,menikah
50,pns,janda
74,pekerja informal,belum menikah
57,buruh,duda
32,pekerja informal,menikah
50,pengangguran,menikah
41,pekerja informal,duda
32,pekerja informal,cerai
19,wirausaha,cerai
58,karyawan tetap,belum menikah
20,pengangguran,janda
26,pns,duda
53,karyawan tetap,belum menikah
64,pns,cerai
57,wirausaha,cerai
59,pegawai tetap,belum menikah
71,pegawai tetap,duda
61,pns,menikah
24,karyawan tetap,belum menikah
31,pekerja informal,menikah
43,buruh,cerai
21,pns,duda
36,wirausaha,cerai
77,pengangguran,menikah
29,karyawan tetap,janda
76,pengangguran,janda
66,buruh,duda
71,pns,belum menikah
62,buruh,duda
19,buruh,cerai
49,pegawai tetap,duda
24,pengangguran,janda
64,pns,cerai
40,pns,cerai
56,pegawai tetap,belum menikah
36,karyawan tetap,janda
79,buruh,cerai
19,pengangguran,belum menikah
27,buruh,belum menikah
50,pekerja informal,janda
58,pengangguran,duda
58,pengangguran,belum menikah
25,pegawai tetap,duda
20,wirausaha,janda
21,wirausaha,janda
72,karyawan tetap,menikah
40,buruh,menikah
29,pengangguran,cerai
48,pengangguran,menikah
44,pegawai tetap,janda
24,pns,duda
69,buruh,menikah
74,karyawan tetap,duda
66,pengangguran,menikah
35,pekerja informal,cerai
27,pegawai tetap,janda
21,karyawan tetap,janda
45,pengangguran,janda
78,buruh,belum menikah
19,pengangguran,belum menikah
36,wirausaha,belum menikah
51,pengangguran,cerai
26,pegawai tetap,menikah
20,karyawan tetap,menikah
43,karyawan tetap,duda
