jumlah_tanggungan,penghasilan,kondisi_rumah,layak_subsidi
9,3255333,semi permanen,1
0,8666736,sangat sederhana,0
7,1479297,tidak layak,1
9,6561755,sangat sederhana,0
8,5335540,sangat sederhana,1
0,2156685,tidak layak,1
3,1173413,sangat sederhana,1
1,1170659,tidak layak,1
8,7171489,tidak layak,0
5,3118546,tidak layak,1
1,8469705,layak,0
4,1205643,sangat sederhana,1
4,4783175,tidak layak,1
6,7202291,semi permanen,0
5,4435156,sangat sederhana,1
4,1733280,semi permanen,1
9,2298222,tidak layak,1
7,4831418,semi permanen,1
5,6860954,tidak layak,0
4,6628300,tidak layak,0
7,4779540,layak,1
9,5003218,sangat sederhana,1
5,4412351,semi permanen,1
4,4219604,semi permanen,1
7,5640445,tidak layak,1
3,1623171,semi permanen,1
2,6325451,sangat sederhana,0
0,6545878,sangat sederhana,0
1,5035026,sangat sederhana,0
9,7860475,semi permanen,0
6,5545407,sangat sederhana,1
4,2653286,layak,1
2,9730369,sangat sederhana,0
8,3798059,tidak layak,1
9,9927035,layak,0
1,4708795,semi permanen,1
6,4383167,tidak layak,1
9,2346940,tidak layak,1
3,6284052,layak,0
0,5891208,tidak layak,0
8,2750538,tidak layak,1
0,7099325,semi permanen,0
7,7608306,semi permanen,0
7,9509630,tidak layak,0
5,8749765,tidak layak,0
9,5046512,layak,1
0,3905936,layak,0
2,7514320,layak,0
6,1525635,layak,1
4,7522211,layak,0
8,2737701,semi permanen,1
3,3115068,layak,0
5,5956225,sangat sederhana,1
7,2562871,sangat sederhana,1
6,7290538,layak,0
8,4035104,tidak layak,1
2,8182535,tidak layak,0
0,7087034,sangat sederhana,0
2,4536840,semi permanen,1
1,9348231,layak,0
3,9200924,layak,0
3,1373148,sangat sederhana,1
7,5296346,semi permanen,1
8,2542102,tidak layak,1
5,5061502,layak,1
4,2241334,sangat sederhana,1
4,9839531,semi permanen,0
4,3175316,semi permanen,1
3,9311974,tidak layak,0
0,2765740,layak,0
1,5806562,sangat sederhana,0
4,7291860,layak,0
2,5371797,sangat sederhana,0
8,1168822,tidak layak,1
2,6608172,semi permanen,0
9,9727036,layak,0
7,4414455,semi permanen,1
5,2948813,tidak layak,1
7,1051317,semi permanen,1
6,4055223,layak,1
6,2485864,tidak layak,1
8,1840017,sangat sederhana,1
2,5325155,tidak layak,0
2,3366098,tidak layak,1
9,2500643,tidak layak,1
1,8213430,sangat sederhana,0
5,6404645,layak,0
7,3010515,sangat sederhana,1
8,3344003,layak,1
9,9978603,sangat sederhana,0
2,9462283,tidak layak,0
3,2540448,semi permanen,1
9,5051282,tidak layak,1
2,6797924,semi permanen,0
0,7605456,semi permanen,0
1,8638762,semi permanen,0
6,7092361,layak,0
8,6638576,layak,0
6,5496859,layak,1
0,8835529,sangat sederhana,0
9,6878641,tidak layak,0
1,9766582,sangat sederhana,0
2,3020992,layak,0
7,3909279,layak,1
5,6329562,semi permanen,0
8,9137933,sangat sederhana,0
3,3230600,semi permanen,1
9,4214521,semi permanen,1
4,7710620,layak,0
3,1034270,semi permanen,1
8,7047883,layak,0
9,1619322,sangat sederhana,1
4,2434862,tidak layak,1
9,3768487,semi permanen,1
9,8213278,sangat sederhana,0
6,6474139,sangat sederhana,0
8,7139273,sangat sederhana,0
0,5631097,semi permanen,0
3,8168539,semi permanen,0
6,9060148,semi permanen,0
0,9210430,tidak layak,0
8,3275392,tidak layak,1
0,3263028,layak,0
5,4499288,tidak layak,1
4,4284313,tidak layak,1
3,9855828,semi permanen,0
1,9854804,layak,0
1,8375968,layak,0
9,1916686,layak,1
8,2938202,layak,1
7,7649602,sangat sederhana,0
1,7176557,semi permanen,0
8,1750344,layak,1
0,3132077,layak,0
2,6437710,layak,0
9,4722842,semi permanen,1
7,9506574,sangat sederhana,0
6,6787913,layak,0
0,1241958,sangat sederhana,1
6,4487559,tidak layak,1
4,4779068,layak,0
4,2908213,tidak layak,1
8,6349341,tidak layak,0
7,6494749,sangat sederhana,0
4,5152178,tidak layak,0
9,4553536,sangat sederhana,1
1,3252992,layak,0
3,9081450,layak,0
8,8029073,layak,0
9,7572263,tidak layak,0
0,7623084,sangat sederhana,0
9,9625290,semi permanen,0
8,7692839,semi permanen,0
8,7132081,layak,0
0,7917267,semi permanen,0
3,3036881,sangat sederhana,1
0,4077418,semi permanen,1
7,5080752,sangat sederhana,1
0,7447053,sangat sederhana,0
2,7993579,tidak layak,0
0,7566548,sangat sederhana,0
4,9714521,layak,0
3,5426257,tidak layak,0
9,6898772,layak,0
6,4008898,sangat sederhana,1
7,6295063,sangat sederhana,0
1,2143563,layak,0
5,7932936,semi permanen,0
6,7523175,sangat sederhana,0
0,6515446,layak,0
3,5126101,sangat sederhana,0
9,4882544,tidak layak,1
7,2419480,semi permanen,1
2,4658280,semi permanen,1
0,4711832,tidak layak,1
9,9274235,tidak layak,0
4,5218690,layak,0
6,6546654,tidak layak,0
5,2252097,sangat sederhana,1
0,6877289,tidak layak,0
1,7993762,semi permanen,0
2,3456439,tidak layak,1
0,3061579,sangat sederhana,1
1,2443887,semi permanen,1
9,9301179,tidak layak,0
0,1522315,sangat sederhana,1
1,4570483,layak,0
0,9430274,semi permanen,0
7,9057164,layak,0
1,9215732,sangat sederhana,0
1,2013409,tidak layak,1
5,7059996,sangat sederhana,0
2,6837227,sangat sederhana,0
0,1479123,layak,0
0,5406526,semi permanen,0
5,3876186,tidak layak,1
1,8779773,semi permanen,0
2,8214415,layak,0
6,5972051,sangat sederhana,1
1,6565286,sangat sederhana,0
3,6436110,semi permanen,0
9,6241850,layak,0
1,5447258,tidak layak,0
6,2374700,sangat sederhana,1
4,6848199,sangat sederhana,0
0,1749010,semi permanen,1
1,2126827,sangat sederhana,1
3,7067694,semi permanen,0
7,1941909,sangat sederhana,1
0,1341608,sangat sederhana,1
8,1279729,tidak layak,1
4,7402874,layak,0
2,2623050,sangat sederhana,1
0,6204356,sangat sederhana,0
0,8013211,layak,0
6,7927317,semi permanen,0
6,6647041,sangat sederhana,0
0,4702925,tidak layak,1
3,8240375,semi permanen,0
7,5501730,sangat sederhana,1
0,9309630,semi permanen,0
8,1528543,semi permanen,1
4,7238908,sangat sederhana,0
4,4854042,semi permanen,1
9,1080806,semi permanen,1
6,4764298,layak,1
3,3186541,semi permanen,1
1,2354662,layak,0
7,8488742,layak,0
1,1174222,semi permanen,1
8,6866319,sangat sederhana,0
0,8372460,tidak layak,0
5,4344466,layak,1
2,1544157,tidak layak,1
7,2556882,semi permanen,1
5,1708567,tidak layak,1
0,1617497,semi permanen,1
3,7404510,semi permanen,0
9,4411703,tidak layak,1
9,5384301,layak,1
4,8154695,sangat sederhana,0
3,6148689,tidak layak,0
9,4499343,tidak layak,1
8,7579951,semi permanen,0
6,1393969,tidak layak,1
2,8534473,semi permanen,0
7,4015039,sangat sederhana,1
2,4866487,semi permanen,1
6,1826367,layak,1
4,1129462,layak,0
2,9177007,layak,0
6,8410284,tidak layak,0
8,1296306,sangat sederhana,1
2,1580149,layak,0
7,4972104,semi permanen,1
4,7064318,layak,0
4,5998814,sangat sederhana,0
8,8279594,layak,0
6,4144186,layak,1
6,9079469,layak,0
4,1945653,sangat sederhana,1
5,5379577,tidak layak,1
6,4798930,layak,1
5,9204381,tidak layak,0
6,2661571,tidak layak,1
8,4490915,tidak layak,1
3,4712198,layak,0
9,7902084,semi permanen,0
8,5831281,semi permanen,1
4,3539118,layak,0
4,6131771,layak,0
7,3906183,semi permanen,1
3,3170969,layak,0
2,1686246,semi permanen,1
2,5250642,tidak layak,0
3,8428147,semi permanen,0
0,7075929,tidak layak,0
0,9487825,sangat sederhana,0
1,5607125,layak,0
2,5267992,semi permanen,0
3,4031830,semi permanen,1
9,5275660,semi permanen,1
8,6022969,semi permanen,0
5,8992256,semi permanen,0
4,6238931,sangat sederhana,0
3,6433529,layak,0
4,1629478,tidak layak,1
0,7415183,layak,0
7,2630957,layak,1
4,7958587,sangat sederhana,0
7,8072197,sangat sederhana,0
6,9891948,layak,0
4,2865527,layak,1
6,4631956,sangat sederhana,1
4,6361130,tidak layak,0
9,3741707,sangat sederhana,1
0,5091520,semi permanen,0
3,8895829,tidak layak,0
6,9021093,tidak layak,0
8,9106826,layak,0
3,3905646,tidak layak,1
5,2479837,semi permanen,1
9,6431210,tidak layak,0
6,5651102,tidak layak,1
9,7632614,semi permanen,0
4,5321844,semi permanen,0
4,6620640,sangat sederhana,0
5,8857629,layak,0
3,7817198,layak,0
5,8594677,layak,0
4,3637904,semi permanen,1
2,4950692,tidak layak,1
4,9253356,semi permanen,0
1,5881534,semi permanen,0
5,7844848,sangat sederhana,0
1,3420756,sangat sederhana,1
2,2700756,layak,0
9,6443157,layak,0
3,6352231,sangat sederhana,0
6,9693240,tidak layak,0
0,9083981,semi permanen,0
5,7145636,sangat sederhana,0
8,1799918,tidak layak,1
9,7053028,sangat sederhana,0
3,5300963,sangat sederhana,0
6,2245978,layak,1
2,3640015,layak,0
0,6371326,tidak layak,0
9,3375811,sangat sederhana,1
0,4515923,sangat sederhana,1
5,4154164,sangat sederhana,1
2,7572084,layak,0
7,2027706,tidak layak,1
1,5777898,semi permanen,0
2,7573318,sangat sederhana,0
6,9714197,sangat sederhana,0
7,5147645,layak,1
3,9209814,layak,0
0,7999637,tidak layak,0
0,4188199,tidak layak,1
5,5127193,layak,1
6,8109601,layak,0
1,4004111,semi permanen,1
6,9786389,semi permanen,0
5,5231573,tidak layak,1
5,1727607,tidak layak,1
1,3931597,layak,0
4,2800141,layak,1
1,1980350,sangat sederhana,1
3,7598610,tidak layak,0
5,8327514,tidak layak,0
0,1108207,sangat sederhana,1
0,3896001,sangat sederhana,1
8,1403708,semi permanen,1
3,5210218,tidak layak,0
3,5550271,tidak layak,0
0,2810746,sangat sederhana,1
8,7429966,layak,0
1,6233043,sangat sederhana,0
4,4055971,semi permanen,1
4,9817076,semi permanen,0
2,4784082,sangat sederhana,1
9,9281582,tidak layak,0
2,4196427,sangat sederhana,1
4,7502538,tidak layak,0
6,8272718,tidak layak,0
3,9589189,layak,0
7,4027454,semi permanen,1
9,2285725,tidak layak,1
3,3948083,semi permanen,1
6,3844661,tidak layak,1
9,5528502,layak,1
9,2643895,tidak layak,1
4,6985671,tidak layak,0
3,4089025,semi permanen,1
9,9243529,layak,0
0,8799349,layak,0
5,6317280,tidak layak,0
0,2653596,sangat sederhana,1
1,4967762,layak,0
9,8310803,sangat sederhana,0
5,6390528,tidak layak,0
6,7810962,semi permanen,0
1,1703911,layak,0
2,8305824,semi permanen,0
2,5096359,sangat sederhana,0
1,9788437,layak,0
3,7872421,semi permanen,0
3,3301608,layak,0
8,4254864,semi permanen,1
0,7368913,sangat sederhana,0
7,5884490,sangat sederhana,1
5,1436687,semi permanen,1
8,8181196,layak,0
4,5400553,layak,0
5,5507803,tidak layak,1
0,7854266,semi permanen,0
4,7491683,tidak layak,0
2,9224409,tidak layak,0
9,4914112,layak,1
9,2665107,sangat sederhana,1
5,8072534,layak,0
2,5878680,layak,0
4,5908257,sangat sederhana,0
2,8964967,semi permanen,0
1,8893709,tidak layak,0
0,7670191,sangat sederhana,0
6,1528565,tidak layak,1
0,8613783,sangat sederhana,0
2,7953445,tidak layak,0
7,5609339,sangat sederhana,1
2,7316719,tidak layak,0
0,8834214,sangat sederhana,0
6,2296929,tidak layak,1
4,2302983,sangat sederhana,1
4,2666644,tidak layak,1
8,1495835,sangat sederhana,1
1,5362175,sangat sederhana,0
6,7290129,layak,0
9,5412311,tidak layak,1
6,4446623,tidak layak,1
1,2282101,layak,0
5,7498856,semi permanen,0
0,4844561,sangat sederhana,1
6,9166324,semi permanen,0
8,1275985,sangat sederhana,1
8,5136697,layak,1
7,6457445,layak,0
3,4881133,tidak layak,1
9,7985974,semi permanen,0
8,4240995,layak,1
9,5290514,semi permanen,1
1,7171450,sangat sederhana,0
0,5168294,layak,0
0,9299953,semi permanen,0
5,3626551,tidak layak,1
2,3780961,sangat sederhana,1
7,5016911,semi permanen,1
3,8449285,layak,0
6,7547211,layak,0
5,1397966,tidak layak,1
1,6794348,semi permanen,0
4,2870883,tidak layak,1
0,6205457,semi permanen,0
5,3315645,layak,1
6,2960120,layak,1
2,4380255,layak,0
1,4421972,semi permanen,1
2,6173412,semi permanen,0
8,6893401,layak,0
9,7984377,semi permanen,0
0,1672911,tidak layak,1
9,9643256,sangat sederhana,0
9,3719218,sangat sederhana,1
1,5263704,layak,0
4,4294453,layak,0
9,3408840,tidak layak,1
0,5433456,semi permanen,0
4,2291153,layak,1
6,2317863,sangat sederhana,1
0,4295129,tidak layak,1
9,9880823,layak,0
4,6055185,tidak layak,0
1,3749144,tidak layak,1
5,1265543,tidak layak,1
6,9327924,tidak layak,0
2,9277901,tidak layak,0
6,2947656,tidak layak,1
9,1640394,tidak layak,1
3,5770164,semi permanen,0
1,9191817,semi permanen,0
8,6306206,semi permanen,0
1,5143028,sangat sederhana,0
6,8219746,tidak layak,0
2,8666879,semi permanen,0
2,1594105,semi permanen,1
8,9801378,semi permanen,0
1,4863766,semi permanen,1
3,7462035,layak,0
7,3585969,tidak layak,1
0,2467871,sangat sederhana,1
2,3044905,tidak layak,1
9,9555430,layak,0
8,8094879,semi permanen,0
1,6116449,semi permanen,0
8,4455445,tidak layak,1
4,7956934,semi permanen,0
7,9285515,layak,0
0,7028931,tidak layak,0
4,9789853,layak,0
3,3390449,layak,0
6,9308619,semi permanen,0
3,8599721,tidak layak,0
4,9593931,sangat sederhana,0
6,5042636,semi permanen,1
4,6660817,layak,0
4,2016934,layak,1
0,4542195,tidak layak,1
7,7509654,semi permanen,0
8,3369285,layak,1
0,5466717,semi permanen,0
6,4849341,sangat sederhana,1
0,7863900,sangat sederhana,0
0,6317312,semi permanen,0
2,9981551,tidak layak,0
6,7807558,tidak layak,0
4,7187827,layak,0
7,4686954,layak,1
4,9120507,semi permanen,0
4,4201123,semi permanen,1
0,3339510,semi permanen,1
2,7032846,semi permanen,0
1,7785726,sangat sederhana,0
7,4326543,layak,1
4,9273242,semi permanen,0
1,9428965,semi permanen,0
8,7182433,layak,0
2,1569273,semi permanen,1
4,7667058,sangat sederhana,0
5,4786264,semi permanen,1
3,7808241,sangat sederhana,0
1,4915022,layak,0
1,2963419,sangat sederhana,1
4,4465370,tidak layak,1
0,5223958,tidak layak,0
1,5258288,tidak layak,0
3,2529984,sangat sederhana,1
7,3548622,sangat sederhana,1
6,7834389,layak,0
5,2719740,semi permanen,1
5,5289454,tidak layak,1
3,8148438,semi permanen,0
7,8499010,semi permanen,0
8,4287881,sangat sederhana,1
8,1566304,sangat sederhana,1
7,6454942,semi permanen,0
9,1759915,layak,1
8,3000732,layak,1
5,7435616,tidak layak,0
7,1080265,layak,1
8,8562256,layak,0
2,6983182,semi permanen,0
5,6080517,sangat sederhana,0
3,1672914,sangat sederhana,1
5,2931219,tidak layak,1
6,9819089,tidak layak,0
3,8385135,sangat sederhana,0
3,7420286,semi permanen,0
9,2707823,layak,1
7,2363365,tidak layak,1
6,1002099,sangat sederhana,1
1,8573486,tidak layak,0
5,6883008,semi permanen,0
5,5612115,tidak layak,1
2,9753677,sangat sederhana,0
9,9622067,tidak layak,0
5,4239977,sangat sederhana,1
4,8543623,layak,0
5,1054883,layak,1
4,9765626,tidak layak,0
2,3032497,semi permanen,1
9,8901357,layak,0
7,6412177,layak,0
7,2210735,sangat sederhana,1
9,6506821,layak,0
0,7547892,sangat sederhana,0
5,7211692,semi permanen,0
8,3286834,layak,1
1,2946892,tidak layak,1
3,9638952,semi permanen,0
7,4026525,sangat sederhana,1
2,1031030,semi permanen,1
4,9784090,layak,0
4,1585259,layak,0
6,1499079,sangat sederhana,1
7,3809468,layak,1
1,5248813,sangat sederhana,0
4,8914246,semi permanen,0
3,1749189,sangat sederhana,1
8,6816575,semi permanen,0
8,2705744,semi permanen,1
2,5762328,tidak layak,0
9,5958713,tidak layak,1
8,5484475,layak,1
2,5395479,layak,0
7,9246126,layak,0
5,6593300,sangat sederhana,0
5,1285629,tidak layak,1
2,6823808,semi permanen,0
4,3753143,sangat sederhana,1
3,8247650,sangat sederhana,0
8,9161243,layak,0
7,8828839,layak,0
5,5384434,sangat sederhana,1
9,6998647,layak,0
2,2700860,tidak layak,1
1,7404776,tidak layak,0
1,6553953,sangat sederhana,0
6,5475478,tidak layak,1
0,6365330,semi permanen,0
5,5581533,semi permanen,1
6,5920729,tidak layak,1
7,5276063,layak,1
3,3926362,semi permanen,1
4,5463205,semi permanen,0
5,9697060,sangat sederhana,0
8,4421645,semi permanen,1
9,8287917,sangat sederhana,0
3,9345964,sangat sederhana,0
4,6887367,layak,0
0,2765635,sangat sederhana,1
4,5034230,layak,0
7,4760498,semi permanen,1
2,4692076,sangat sederhana,1
1,2820700,sangat sederhana,1
6,2350454,layak,1
0,5909518,tidak layak,0
8,5375244,layak,1
4,4043778,semi permanen,1
7,3227973,sangat sederhana,1
5,8722001,tidak layak,0
6,1259107,semi permanen,1
5,3598207,layak,1
6,6248265,tidak layak,0
1,2830444,semi permanen,1
6,5860474,sangat sederhana,1
4,7044807,semi permanen,0
1,3374086,sangat sederhana,1
6,6104489,semi permanen,0
6,3715141,semi permanen,1
0,3228114,semi permanen,1
6,7602134,semi permanen,0
3,5101066,tidak layak,0
2,5024110,sangat sederhana,0
7,1229511,sangat sederhana,1
2,1282039,layak,0
7,3570748,layak,1
7,7226876,semi permanen,0
1,8181368,layak,0
8,3158928,layak,1
3,7573204,semi permanen,0
4,6698801,semi permanen,0
5,9168917,tidak layak,0
7,9963789,sangat sederhana,0
1,7806485,layak,0
5,3967436,sangat sederhana,1
6,6186456,sangat sederhana,0
0,5790993,sangat sederhana,0
0,3507498,tidak layak,1
2,4408410,semi permanen,1
6,9952826,tidak layak,0
7,8536531,semi permanen,0
2,7242663,semi permanen,0
3,6405344,semi permanen,0
3,1245858,semi permanen,1
6,9423415,semi permanen,0
0,7354179,sangat sederhana,0
6,5073515,semi permanen,1
7,3294229,tidak layak,1
5,3615783,layak,1
4,2864162,semi permanen,1
3,7597440,tidak layak,0
4,6089594,layak,0
5,4553030,semi permanen,1
9,4992949,layak,1
8,7073001,sangat sederhana,0
6,5599871,layak,1
9,8031974,layak,0
9,5066975,sangat sederhana,1
4,9148246,semi permanen,0
0,5943459,semi permanen,0
2,7192680,semi permanen,0
1,2739127,tidak layak,1
2,6221125,layak,0
5,1755794,tidak layak,1
1,1471957,tidak layak,1
8,7754058,sangat sederhana,0
7,8506596,layak,0
4,9232162,sangat sederhana,0
2,5105168,sangat sederhana,0
5,2341305,sangat sederhana,1
5,4731528,layak,1
5,8495043,layak,0
2,4813957,tidak layak,1
8,5201765,semi permanen,1
9,4210618,semi permanen,1
0,2892135,tidak layak,1
4,9775804,semi permanen,0
5,3458669,tidak layak,1
6,1682807,semi permanen,1
7,1454687,semi permanen,1
0,3219780,sangat sederhana,1
2,1777241,sangat sederhana,1
5,9161329,sangat sederhana,0
1,2377123,semi permanen,1
8,4819719,sangat sederhana,1
7,9254748,layak,0
5,7767764,layak,0
7,3353884,sangat sederhana,1
8,6544886,sangat sederhana,0
4,5605302,layak,0
8,4786022,sangat sederhana,1
6,8313684,semi permanen,0
0,7010455,semi permanen,0
3,3433108,semi permanen,1
6,9726276,semi permanen,0
5,4884045,layak,1
5,2590461,layak,1
4,9601715,tidak layak,0
2,7077123,sangat sederhana,0
3,7072398,semi permanen,0
2,8117418,sangat sederhana,0
3,6275150,tidak layak,0
5,4332336,tidak layak,1
4,3642983,semi permanen,1
6,7249604,tidak layak,0
1,8469027,tidak layak,0
2,8910143,layak,0
6,9074989,layak,0
0,8719776,tidak layak,0
2,1312155,layak,0
8,7400772,semi permanen,0
2,3064781,sangat sederhana,1
1,2869419,semi permanen,1
7,4446659,layak,1
6,8637385,tidak layak,0
5,6667170,sangat sederhana,0
5,1386776,semi permanen,1
0,4186425,sangat sederhana,1
9,2132678,layak,1
1,8926437,tidak layak,0
4,8722319,tidak layak,0
7,1344832,semi permanen,1
4,5074835,tidak layak,0
0,7853594,sangat sederhana,0
2,9315774,tidak layak,0
9,1796077,tidak layak,1
0,5046725,tidak layak,0
1,6642156,layak,0
4,5177126,tidak layak,0
3,5012884,tidak layak,0
7,2628837,tidak layak,1
3,7334597,semi permanen,0
0,9162096,layak,0
6,6351903,semi permanen,0
8,4374166,semi permanen,1
1,6760796,layak,0
2,3106159,layak,0
3,7873773,layak,0
7,8279853,tidak layak,0
8,8347387,semi permanen,0
8,5860040,semi permanen,1
7,9502717,sangat sederhana,0
5,9788936,sangat sederhana,0
0,3488360,tidak layak,1
7,2607755,layak,1
9,4719082,tidak layak,1
9,2837790,sangat sederhana,1
4,4910836,sangat sederhana,1
3,8549923,sangat sederhana,0
7,2799044,semi permanen,1
6,7086474,semi permanen,0
8,3114748,sangat sederhana,1
5,6384110,semi permanen,0
3,7495700,semi permanen,0
2,8139091,semi permanen,0
0,7612020,sangat sederhana,0
4,5820826,sangat sederhana,0
3,7197762,layak,0
7,4843506,semi permanen,1
7,7427416,layak,0
3,2743089,semi permanen,1
1,5004320,sangat sederhana,0
4,7888511,semi permanen,0
9,4609513,sangat sederhana,1
1,9710519,semi permanen,0
1,1706358,layak,0
9,2691375,layak,1
3,1195917,semi permanen,1
3,7398484,sangat sederhana,0
0,2506939,sangat sederhana,1
1,5792903,layak,0
8,7046792,sangat sederhana,0
4,2068190,sangat sederhana,1
6,7757019,sangat sederhana,0
8,3042365,semi permanen,1
7,4066586,sangat sederhana,1
2,4764151,layak,0
5,7094286,semi permanen,0
6,4663822,tidak layak,1
9,9139429,semi permanen,0
5,2130926,layak,1
2,9472565,sangat sederhana,0
8,7208093,tidak layak,0
4,7703040,semi permanen,0
8,6099367,sangat sederhana,0
3,7433348,tidak layak,0
2,9087804,tidak layak,0
0,6886051,semi permanen,0
9,8742205,semi permanen,0
1,2733729,tidak layak,1
9,7156112,semi permanen,0
8,7434122,semi permanen,0
7,9547003,semi permanen,0
9,6559315,semi permanen,0
5,3196158,semi permanen,1
1,4925095,sangat sederhana,1
9,8392072,semi permanen,0
2,7367760,semi permanen,0
9,5659929,semi permanen,1
5,8751739,tidak layak,0
7,3917707,sangat sederhana,1
0,3170770,sangat sederhana,1
3,2898780,semi permanen,1
0,9492241,tidak layak,0
0,8588344,layak,0
7,8918951,tidak layak,0
6,1123114,semi permanen,1
1,1118107,sangat sederhana,1
6,7998747,tidak layak,0
6,6043438,sangat sederhana,0
3,6188805,semi permanen,0
1,6433385,semi permanen,0
5,9803778,tidak layak,0
1,8879763,layak,0
3,7932557,layak,0
1,7006490,tidak layak,0
4,7720455,tidak layak,0
6,1545459,semi permanen,1
4,6619937,sangat sederhana,0
7,6922258,tidak layak,0
3,3396551,tidak layak,1
5,1253971,layak,1
3,7346217,semi permanen,0
5,5391948,sangat sederhana,1
8,7773467,tidak layak,0
9,8934314,tidak layak,0
0,4968492,layak,0
3,8382437,layak,0
4,9504784,layak,0
