umur,status_pekerjaan,status_pernikahan,layak_subsidi
31,pegawai tetap,janda,0
50,pegawai tetap,menikah,0
38,buruh,duda,0
23,pns,belum menikah,0
45,pengangguran,belum menikah,0
29,pekerja informal,menikah,0
52,pekerja informal,janda,0
67,wirausaha,janda,0
68,pns,menikah,0
38,karyawan tetap,janda,0
29,pengangguran,belum menikah,0
22,pengangguran,menikah,0
33,pekerja informal,duda,0
59,pekerja informal,menikah,0
28,pekerja informal,menikah,0
78,buruh,duda,1
26,buruh,janda,0
61,pns,duda,0
35,pns,belum menikah,0
28,buruh,menikah,0
76,buruh,janda,1
53,buruh,janda,0
74,pengangguran,menikah,0
54,buruh,janda,0
43,pengangguran,cerai,0
44,pegawai tetap,cerai,0
30,pegawai tetap,menikah,0
45,pekerja informal,menikah,0
31,pengangguran,duda,0
41,pengangguran,menikah,0
67,pekerja informal,belum menikah,0
46,pegawai tetap,cerai,0
27,pekerja informal,belum menikah,0
18,pns,cerai,0
46,pns,janda,0
25,pengangguran,menikah,0
46,buruh,janda,0
79,pns,cerai,0
71,wirausaha,belum menikah,0
29,buruh,janda,0
38,pegawai tetap,cerai,0
58,pegawai tetap,belum menikah,0
41,wirausaha,cerai,0
44,pns,duda,0
68,pns,menikah,0
59,pengangguran,cerai,0
32,pekerja informal,menikah,0
21,pengangguran,menikah,0
44,pns,duda,0
49,pengangguran,janda,0
59,pns,belum menikah,0
19,pegawai tetap,duda,0
44,pegawai tetap,menikah,0
58,pekerja informal,janda,0
66,pekerja informal,janda,1
42,pns,duda,0
27,pengangguran,janda,0
71,karyawan tetap,duda,0
47,pegawai tetap,cerai,0
43,pengangguran,janda,0
39,pekerja informal,janda,0
43,buruh,cerai,0
55,buruh,janda,0
30,pns,menikah,0
60,pegawai tetap,janda,0
71,wirausaha,cerai,0
45,karyawan tetap,belum menikah,0
61,karyawan tetap,cerai,0
68,wirausaha,cerai,0
72,buruh,belum menikah,0
18,buruh,menikah,0
73,pns,cerai,0
60,pengangguran,belum menikah,0
52,wirausaha,menikah,0
48,karyawan tetap,menikah,0
77,buruh,cerai,1
59,pns,janda,0
34,pekerja informal,belum menikah,0
60,karyawan tetap,menikah,0
32,pekerja informal,cerai,0
41,pns,menikah,0
19,pns,duda,0
31,pns,cerai,0
79,pns,janda,0
48,pengangguran,cerai,0
42,buruh,cerai,0
65,wirausaha,cerai,1
73,pekerja informal,belum menikah,0
34,pns,menikah,0
55,buruh,janda,0
55,pekerja informal,cerai,0
59,pekerja informal,janda,0
71,pengangguran,janda,1
25,pekerja informal,duda,0
49,buruh,menikah,1
40,buruh,belum menikah,0
68,pekerja informal,menikah,0
33,pengangguran,menikah,0
27,pns,menikah,0
34,pengangguran,cerai,0
65,karyawan tetap,belum menikah,0
44,pekerja informal,cerai,0
66,pengangguran,menikah,0
27,pns,belum menikah,0
67,buruh,duda,1
23,pekerja informal,belum menikah,0
68,pengangguran,cerai,1
22,wirausaha,cerai,0
22,wirausaha,belum menikah,0
79,karyawan tetap,cerai,0
19,pns,belum menikah,0
50,pengangguran,belum menikah,0
53,wirausaha,duda,0
39,pns,menikah,0
25,pekerja informal,belum menikah,0
28,buruh,belum menikah,0
57,wirausaha,belum menikah,1
67,karyawan tetap,menikah,0
28,karyawan tetap,menikah,0
23,pekerja informal,cerai,0
42,pegawai tetap,cerai,0
79,pekerja informal,duda,1
47,pekerja informal,duda,0
53,pengangguran,belum menikah,0
42,wirausaha,menikah,0
53,karyawan tetap,duda,0
71,pegawai tetap,belum menikah,0
44,pegawai tetap,menikah,0
41,pns,menikah,0
34,buruh,cerai,0
29,karyawan tetap,cerai,0
18,buruh,belum menikah,0
37,karyawan tetap,duda,0
65,pns,janda,0
74,pegawai tetap,duda,0
47,pekerja informal,duda,0
72,pengangguran,duda,1
70,pegawai tetap,duda,0
34,karyawan tetap,duda,0
47,wirausaha,janda,0
22,wirausaha,cerai,0
34,pengangguran,janda,0
48,karyawan tetap,belum menikah,0
60,wirausaha,duda,1
57,pekerja informal,cerai,0
54,pengangguran,menikah,0
41,wirausaha,janda,0
37,buruh,duda,0
48,pekerja informal,belum menikah,0
45,buruh,cerai,0
74,pengangguran,janda,1
32,karyawan tetap,menikah,0
65,pengangguran,belum menikah,0
68,pns,belum menikah,0
78,pegawai tetap,belum menikah,0
36,pengangguran,janda,0
66,buruh,belum menikah,0
60,buruh,menikah,1
35,karyawan tetap,belum menikah,0
68,wirausaha,duda,0
66,karyawan tetap,cerai,0
61,buruh,belum menikah,0
45,buruh,menikah,1
37,pekerja informal,belum menikah,0
79,wirausaha,janda,0
43,wirausaha,menikah,0
26,wirausaha,janda,0
64,wirausaha,duda,1
60,pekerja informal,cerai,0
24,pegawai tetap,janda,0
38,buruh,belum menikah,0
59,buruh,cerai,0
33,wirausaha,belum menikah,0
39,pengangguran,cerai,0
72,pekerja informal,cerai,1
47,buruh,cerai,0
61,buruh,menikah,0
75,pengangguran,belum menikah,0
63,buruh,belum menikah,0
28,buruh,duda,0
74,pns,duda,0
42,pegawai tetap,cerai,0
71,buruh,belum menikah,0
51,buruh,duda,0
73,buruh,janda,1
41,karyawan tetap,cerai,0
41,pekerja informal,cerai,0
18,karyawan tetap,cerai,0
20,pns,menikah,0
66,pns,cerai,0
22,buruh,menikah,0
29,karyawan tetap,janda,0
26,karyawan tetap,duda,0
58,wirausaha,duda,1
45,pns,belum menikah,0
38,buruh,janda,0
20,karyawan tetap,janda,0
47,buruh,belum menikah,0
65,buruh,cerai,0
46,pekerja informal,duda,0
61,pns,janda,0
68,pekerja informal,menikah,0
21,wirausaha,belum menikah,0
57,buruh,belum menikah,0
72,karyawan tetap,menikah,0
63,karyawan tetap,menikah,0
21,pegawai tetap,janda,0
28,karyawan tetap,janda,0
61,pekerja informal,belum menikah,0
75,pns,duda,0
29,pns,belum menikah,0
30,buruh,belum menikah,0
34,karyawan tetap,cerai,0
43,pengangguran,duda,0
44,pekerja informal,menikah,0
77,pns,menikah,0
66,wirausaha,cerai,0
67,pegawai tetap,belum menikah,0
72,karyawan tetap,belum menikah,0
42,pns,cerai,0
77,pegawai tetap,janda,0
25,wirausaha,janda,0
65,wirausaha,janda,1
49,buruh,duda,0
79,buruh,duda,1
24,buruh,menikah,0
26,pengangguran,duda,0
53,pegawai tetap,cerai,0
76,pegawai tetap,duda,0
35,pengangguran,belum menikah,0
72,wirausaha,belum menikah,0
77,pengangguran,menikah,0
79,pekerja informal,duda,1
58,pegawai tetap,belum menikah,0
36,pekerja informal,janda,0
57,karyawan tetap,belum menikah,0
29,pekerja informal,duda,0
55,karyawan tetap,cerai,0
72,pns,menikah,0
34,pegawai tetap,duda,0
57,pns,duda,0
21,pegawai tetap,belum menikah,0
75,pekerja informal,janda,1
54,karyawan tetap,menikah,0
78,pns,duda,0
79,pekerja informal,janda,1
30,pekerja informal,cerai,0
40,pns,belum menikah,0
57,wirausaha,duda,1
31,karyawan tetap,janda,0
66,karyawan tetap,duda,0
48,wirausaha,duda,0
50,pegawai tetap,belum menikah,0
55,buruh,belum menikah,0
30,karyawan tetap,duda,0
31,pns,cerai,0
56,wirausaha,cerai,1
28,wirausaha,belum menikah,0
50,karyawan tetap,cerai,0
32,pengangguran,menikah,0
51,buruh,menikah,1
64,pns,janda,0
42,pekerja informal,duda,0
69,pns,cerai,0
79,pns,cerai,0
25,pekerja informal,belum menikah,0
34,pns,duda,0
62,pegawai tetap,duda,0
75,wirausaha,belum menikah,0
62,pegawai tetap,belum menikah,0
24,pegawai tetap,duda,0
19,pekerja informal,janda,0
70,pengangguran,duda,1
48,pengangguran,belum menikah,0
20,pengangguran,janda,0
69,pegawai tetap,duda,0
50,pekerja informal,janda,0
72,wirausaha,janda,0
47,buruh,cerai,0
53,buruh,cerai,0
44,pekerja informal,cerai,0
61,pekerja informal,duda,0
39,karyawan tetap,belum menikah,0
55,pns,duda,0
27,pns,belum menikah,0
66,pegawai tetap,duda,0
55,buruh,duda,0
23,buruh,belum menikah,0
42,pekerja informal,janda,0
37,pns,duda,0
35,pegawai tetap,janda,0
79,pegawai tetap,belum menikah,0
69,pns,duda,0
27,pegawai tetap,belum menikah,0
65,pekerja informal,belum menikah,0
60,wirausaha,duda,1
47,buruh,janda,0
54,karyawan tetap,menikah,0
35,buruh,janda,0
68,buruh,belum menikah,0
67,pekerja informal,cerai,1
44,wirausaha,janda,0
70,pegawai tetap,menikah,0
32,pengangguran,cerai,0
41,karyawan tetap,duda,0
64,pegawai tetap,belum menikah,0
71,pekerja informal,duda,1
51,pns,menikah,0
55,pengangguran,belum menikah,0
18,karyawan tetap,menikah,0
77,pns,duda,0
67,pns,janda,0
57,buruh,belum menikah,0
48,wirausaha,cerai,0
70,wirausaha,cerai,0
78,karyawan tetap,janda,0
48,pegawai tetap,cerai,0
43,pengangguran,duda,0
44,pegawai tetap,duda,0
49,pegawai tetap,cerai,0
41,pegawai tetap,menikah,0
35,buruh,janda,0
38,pegawai tetap,menikah,0
71,wirausaha,belum menikah,0
52,pns,menikah,0
54,pengangguran,belum menikah,0
48,pengangguran,janda,0
28,pegawai tetap,menikah,0
24,pengangguran,belum menikah,0
30,pegawai tetap,menikah,0
20,pns,janda,0
60,karyawan tetap,menikah,0
71,buruh,belum menikah,0
22,pekerja informal,janda,0
37,karyawan tetap,janda,0
35,wirausaha,belum menikah,0
37,buruh,cerai,0
50,pegawai tetap,cerai,0
19,pekerja informal,cerai,0
53,karyawan tetap,janda,0
23,buruh,belum menikah,0
62,pns,duda,0
43,pegawai tetap,menikah,0
49,karyawan tetap,belum menikah,0
64,karyawan tetap,menikah,0
47,buruh,menikah,1
45,karyawan tetap,belum menikah,0
51,pekerja informal,menikah,0
40,pns,janda,0
37,karyawan tetap,belum menikah,0
67,buruh,menikah,0
71,wirausaha,duda,0
52,pegawai tetap,janda,0
33,wirausaha,cerai,0
21,pns,cerai,0
48,pekerja informal,menikah,0
23,pns,janda,0
54,pekerja informal,menikah,0
72,karyawan tetap,menikah,0
67,pns,belum menikah,0
47,karyawan tetap,cerai,0
54,buruh,menikah,1
19,pengangguran,cerai,0
18,buruh,cerai,0
72,wirausaha,janda,0
40,pns,cerai,0
51,pegawai tetap,menikah,0
23,pengangguran,duda,0
55,karyawan tetap,menikah,0
27,buruh,duda,0
29,pns,menikah,0
68,pekerja informal,janda,1
69,pengangguran,menikah,0
27,pekerja informal,janda,0
79,buruh,menikah,0
55,wirausaha,cerai,1
74,pekerja informal,menikah,0
38,pekerja informal,cerai,0
67,pegawai tetap,belum menikah,0
43,pns,janda,0
54,buruh,belum menikah,0
34,karyawan tetap,cerai,0
51,karyawan tetap,belum menikah,0
26,karyawan tetap,belum menikah,0
46,pekerja informal,menikah,0
73,pekerja informal,cerai,1
57,buruh,cerai,0
51,pns,menikah,0
69,karyawan tetap,duda,0
46,pegawai tetap,belum menikah,0
34,pengangguran,cerai,0
20,pekerja informal,duda,0
62,pns,janda,0
38,pekerja informal,janda,0
71,karyawan tetap,belum menikah,0
39,pekerja informal,menikah,0
26,pengangguran,belum menikah,0
32,wirausaha,cerai,0
18,pns,belum menikah,0
28,pekerja informal,cerai,0
76,pns,janda,0
35,wirausaha,cerai,0
72,karyawan tetap,cerai,0
36,pengangguran,cerai,0
69,wirausaha,duda,0
35,wirausaha,belum menikah,0
60,pns,belum menikah,0
68,pekerja informal,belum menikah,0
43,pegawai tetap,menikah,0
68,pengangguran,cerai,1
58,pekerja informal,duda,0
62,pns,cerai,0
57,karyawan tetap,duda,0
36,karyawan tetap,duda,0
22,pengangguran,janda,0
46,pekerja informal,duda,0
77,pns,cerai,0
19,wirausaha,janda,0
71,pegawai tetap,belum menikah,0
77,wirausaha,cerai,0
60,karyawan tetap,janda,0
68,pegawai tetap,duda,0
70,wirausaha,janda,0
43,buruh,belum menikah,0
69,pekerja informal,belum menikah,0
60,buruh,belum menikah,0
46,pekerja informal,janda,0
55,pns,cerai,0
78,buruh,menikah,0
26,wirausaha,menikah,0
62,buruh,duda,0
32,pns,duda,0
45,pns,janda,0
54,buruh,cerai,0
75,wirausaha,cerai,0
26,pengangguran,belum menikah,0
67,karyawan tetap,duda,0
50,pegawai tetap,cerai,0
40,pengangguran,janda,0
35,pns,menikah,0
66,pegawai tetap,janda,0
60,buruh,menikah,1
56,pns,duda,0
60,buruh,janda,0
51,pegawai tetap,janda,0
61,buruh,belum menikah,0
39,wirausaha,cerai,0
47,buruh,janda,0
64,karyawan tetap,janda,0
63,pekerja informal,menikah,0
32,wirausaha,menikah,0
18,pns,belum menikah,0
48,wirausaha,menikah,0
20,pegawai tetap,cerai,0
76,pns,menikah,0
54,pns,duda,0
32,wirausaha,duda,0
56,pegawai tetap,menikah,0
32,pegawai tetap,janda,0
45,pegawai tetap,belum menikah,0
59,pengangguran,cerai,0
21,pns,belum menikah,0
42,wirausaha,duda,0
66,pengangguran,janda,1
45,karyawan tetap,menikah,0
28,pegawai tetap,belum menikah,0
45,karyawan tetap,menikah,0
46,pns,menikah,0
31,buruh,janda,0
79,wirausaha,duda,0
44,karyawan tetap,janda,0
42,pengangguran,duda,0
25,pegawai tetap,janda,0
68,pns,belum menikah,0
23,pekerja informal,belum menikah,0
23,pengangguran,janda,0
54,karyawan tetap,belum menikah,0
47,pengangguran,cerai,0
38,buruh,duda,0
51,pns,cerai,0
26,wirausaha,janda,0
61,karyawan tetap,janda,0
36,buruh,cerai,0
60,pekerja informal,menikah,0
67,pengangguran,cerai,1
66,pengangguran,janda,1
23,pengangguran,janda,0
66,wirausaha,menikah,0
39,pekerja informal,belum menikah,0
50,pns,janda,0
63,pekerja informal,belum menikah,0
18,karyawan tetap,cerai,0
73,pengangguran,duda,1
77,buruh,cerai,1
48,wirausaha,duda,0
64,pekerja informal,belum menikah,0
23,wirausaha,janda,0
45,wirausaha,belum menikah,0
58,pegawai tetap,menikah,0
77,pekerja informal,cerai,1
79,karyawan tetap,belum menikah,0
71,pengangguran,duda,1
57,pekerja informal,menikah,0
47,pns,belum menikah,0
76,pegawai tetap,duda,0
63,karyawan tetap,cerai,0
48,karyawan tetap,belum menikah,0
73,karyawan tetap,belum menikah,0
19,pengangguran,cerai,0
34,pegawai tetap,janda,0
51,pekerja informal,duda,0
56,karyawan tetap,menikah,0
51,buruh,cerai,0
64,karyawan tetap,duda,0
25,pekerja informal,cerai,0
31,pengangguran,menikah,0
34,buruh,duda,0
45,buruh,janda,0
30,buruh,cerai,0
20,karyawan tetap,cerai,0
31,buruh,belum menikah,0
28,pns,janda,0
71,karyawan tetap,belum menikah,0
70,buruh,duda,1
72,wirausaha,belum menikah,0
44,wirausaha,menikah,0
32,pns,duda,0
72,pegawai tetap,belum menikah,0
45,karyawan tetap,duda,0
62,pegawai tetap,duda,0
76,pekerja informal,menikah,0
48,wirausaha,duda,0
20,pns,janda,0
40,pekerja informal,janda,0
78,buruh,cerai,1
51,karyawan tetap,belum menikah,0
40,pns,belum menikah,0
37,pekerja informal,menikah,0
43,karyawan tetap,duda,0
19,karyawan tetap,duda,0
75,buruh,janda,1
43,pns,duda,0
42,karyawan tetap,duda,0
39,pekerja informal,cerai,0
40,pegawai tetap,duda,0
31,wirausaha,menikah,0
30,buruh,menikah,0
50,wirausaha,cerai,0
38,pengangguran,cerai,0
67,pekerja informal,duda,1
77,pekerja informal,janda,1
18,pengangguran,cerai,0
77,pns,menikah,0
73,pekerja informal,janda,1
68,pegawai tetap,belum menikah,0
65,pegawai tetap,cerai,0
60,karyawan tetap,belum menikah,0
63,wirausaha,duda,1
69,karyawan tetap,duda,0
50,pekerja informal,menikah,0
52,karyawan tetap,duda,0
50,pns,janda,0
69,wirausaha,belum menikah,0
75,pekerja informal,menikah,0
71,karyawan tetap,janda,0
76,karyawan tetap,cerai,0
21,karyawan tetap,duda,0
30,pengangguran,janda,0
58,wirausaha,belum menikah,1
31,pengangguran,janda,0
41,pns,menikah,0
56,karyawan tetap,duda,0
21,wirausaha,duda,0
22,wirausaha,janda,0
52,karyawan tetap,janda,0
50,buruh,duda,0
67,pegawai tetap,cerai,0
58,pns,menikah,0
71,buruh,duda,1
22,karyawan tetap,belum menikah,0
52,pengangguran,janda,0
25,karyawan tetap,belum menikah,0
54,pegawai tetap,belum menikah,0
31,karyawan tetap,menikah,0
27,pegawai tetap,menikah,0
18,pegawai tetap,janda,0
22,pegawai tetap,cerai,0
37,pekerja informal,menikah,0
50,pns,duda,0
61,pns,menikah,0
51,wirausaha,janda,0
32,pengangguran,menikah,0
32,karyawan tetap,menikah,0
73,wirausaha,menikah,0
27,pekerja informal,cerai,0
77,pekerja informal,belum menikah,0
24,karyawan tetap,cerai,0
63,karyawan tetap,janda,0
37,pekerja informal,belum menikah,0
39,karyawan tetap,menikah,0
22,pns,cerai,0
79,buruh,duda,1
19,buruh,menikah,0
23,karyawan tetap,duda,0
37,pengangguran,belum menikah,0
31,pekerja informal,cerai,0
61,wirausaha,cerai,1
45,pengangguran,menikah,0
77,pekerja informal,duda,1
31,pengangguran,cerai,0
79,pengangguran,janda,1
44,pengangguran,janda,0
75,pns,menikah,0
53,karyawan tetap,menikah,0
63,wirausaha,belum menikah,1
69,pekerja informal,duda,1
30,pengangguran,belum menikah,0
76,pegawai tetap,janda,0
28,pns,cerai,0
40,buruh,menikah,1
74,karyawan tetap,janda,0
18,wirausaha,menikah,0
65,buruh,menikah,0
30,pns,janda,0
18,pekerja informal,duda,0
76,wirausaha,menikah,0
68,wirausaha,janda,0
47,pengangguran,janda,0
47,pegawai tetap,menikah,0
58,karyawan tetap,menikah,0
67,pengangguran,menikah,0
66,pekerja informal,cerai,1
20,pns,menikah,0
24,wirausaha,cerai,0
29,buruh,duda,0
71,karyawan tetap,menikah,0
69,buruh,belum menikah,0
46,buruh,cerai,0
64,pengangguran,janda,0
22,pegawai tetap,menikah,0
38,pengangguran,janda,0
56,pekerja informal,janda,0
49,pekerja informal,cerai,0
64,karyawan tetap,menikah,0
19,pengangguran,cerai,0
53,pegawai tetap,cerai,0
58,pekerja informal,duda,0
40,karyawan tetap,menikah,0
53,pengangguran,duda,0
43,karyawan tetap,duda,0
57,wirausaha,belum menikah,1
21,pns,menikah,0
40,karyawan tetap,duda,0
50,pns,cerai,0
43,wirausaha,belum menikah,0
55,wirausaha,menikah,0
74,pekerja informal,menikah,0
68,karyawan tetap,janda,0
33,pegawai tetap,duda,0
36,pns,janda,0
49,pegawai tetap,belum menikah,0
51,pns,cerai,0
75,karyawan tetap,belum menikah,0
72,pns,cerai,0
67,karyawan tetap,menikah,0
67,karyawan tetap,duda,0
52,buruh,janda,0
49,karyawan tetap,cerai,0
69,pekerja informal,menikah,0
21,pengangguran,janda,0
63,buruh,janda,0
40,pengangguran,janda,0
28,buruh,janda,0
71,karyawan tetap,janda,0
30,pns,cerai,0
36,pns,janda,0
53,karyawan tetap,cerai,0
79,wirausaha,menikah,0
32,pegawai tetap,menikah,0
31,wirausaha,duda,0
41,pekerja informal,duda,0
34,pns,menikah,0
66,pns,menikah,0
68,pengangguran,belum menikah,0
69,pekerja informal,menikah,0
68,pegawai tetap,janda,0
24,pekerja informal,menikah,0
31,pegawai tetap,janda,0
26,pns,cerai,0
39,pekerja informal,duda,0
62,pekerja informal,duda,0
62,pekerja informal,janda,0
45,pengangguran,duda,0
61,pns,belum menikah,0
72,buruh,cerai,1
55,karyawan tetap,janda,0
67,wirausaha,belum menikah,0
28,karyawan tetap,janda,0
76,wirausaha,janda,0
64,pns,belum menikah,0
70,buruh,duda,1
75,wirausaha,menikah,0
40,wirausaha,duda,0
59,pengangguran,duda,0
48,pekerja informal,belum menikah,0
59,karyawan tetap,cerai,0
21,buruh,menikah,0
76,pegawai tetap,belum menikah,0
47,pns,janda,0
60,pengangguran,cerai,0
42,pengangguran,janda,0
79,pns,belum menikah,0
24,pengangguran,belum menikah,0
35,buruh,menikah,0
35,pengangguran,menikah,0
48,pegawai tetap,duda,0
76,pns,cerai,0
36,pengangguran,belum menikah,0
34,pekerja informal,belum menikah,0
78,buruh,belum menikah,0
45,karyawan tetap,janda,0
60,pegawai tetap,cerai,0
77,pekerja informal,belum menikah,0
50,buruh,duda,0
52,pns,duda,0
79,pengangguran,duda,1
34,pegawai tetap,duda,0
37,pegawai tetap,duda,0
46,buruh,menikah,1
47,pegawai tetap,janda,0
33,pns,janda,0
48,karyawan tetap,cerai,0
56,buruh,belum menikah,0
52,wirausaha,duda,0
68,buruh,cerai,1
19,pekerja informal,belum menikah,0
48,pekerja informal,cerai,0
69,pegawai tetap,menikah,0
68,buruh,duda,1
56,pns,janda,0
41,pengangguran,duda,0
46,pegawai tetap,menikah,0
49,karyawan tetap,menikah,0
23,karyawan tetap,janda,0
31,pns,janda,0
28,pegawai tetap,menikah,0
37,karyawan tetap,janda,0
36,pekerja informal,janda,0
72,pengangguran,cerai,1
31,buruh,duda,0
75,pengangguran,menikah,0
76,karyawan tetap,janda,0
28,pekerja informal,duda,0
63,pns,duda,0
25,karyawan tetap,janda,0
52,wirausaha,cerai,0
43,karyawan tetap,menikah,0
43,pns,cerai,0
49,pegawai tetap,belum menikah,0
72,pegawai tetap,menikah,0
33,buruh,duda,0
66,buruh,cerai,1
34,pekerja informal,janda,0
71,wirausaha,belum menikah,0
24,pegawai tetap,menikah,0
29,pegawai tetap,duda,0
22,pekerja informal,janda,0
65,pegawai tetap,cerai,0
32,karyawan tetap,cerai,0
22,pegawai tetap,belum menikah,0
24,wirausaha,janda,0
33,pekerja informal,duda,0
52,pengangguran,duda,0
26,wirausaha,janda,0
46,pegawai tetap,belum menikah,0
66,pengangguran,cerai,1
75,pns,menikah,0
26,buruh,belum menikah,0
72,pegawai tetap,menikah,0
73,wirausaha,menikah,0
47,wirausaha,janda,0
42,pns,belum menikah,0
75,pekerja informal,menikah,0
74,pns,cerai,0
78,pegawai tetap,belum menikah,0
37,pegawai tetap,belum menikah,0
65,karyawan tetap,menikah,0
75,pns,cerai,0
38,buruh,menikah,0
65,wirausaha,duda,1
31,pengangguran,cerai,0
43,karyawan tetap,menikah,0
53,buruh,menikah,1
51,pengangguran,duda,0
46,pengangguran,duda,0
29,karyawan tetap,menikah,0
54,pns,belum menikah,0
31,pns,belum menikah,0
72,wirausaha,janda,0
29,pns,menikah,0
69,buruh,belum menikah,0
46,pns,belum menikah,0
21,pns,menikah,0
24,wirausaha,menikah,0
55,pns,belum menikah,0
34,pegawai tetap,menikah,0
32,pegawai tetap,belum menikah,0
26,pengangguran,menikah,0
36,pengangguran,belum menikah,0
72,pns,menikah,0
20,karyawan tetap,menikah,0
41,buruh,menikah,1
20,buruh,belum menikah,0
29,pengangguran,janda,0
35,karyawan tetap,menikah,0
38,pengangguran,cerai,0
35,pns,duda,0
73,karyawan tetap,belum menikah,0
40,pekerja informal,janda,0
64,wirausaha,menikah,0
61,karyawan tetap,duda,0
77,pengangguran,duda,1
79,pegawai tetap,menikah,0
50,pns,janda,0
74,pekerja informal,belum menikah,0
57,buruh,duda,0
32,pekerja informal,menikah,0
50,pengangguran,menikah,0
41,pekerja informal,duda,0
32,pekerja informal,cerai,0
19,wirausaha,cerai,0
58,karyawan tetap,belum menikah,0
20,pengangguran,janda,0
26,pns,duda,0
53,karyawan tetap,belum menikah,0
64,pns,cerai,0
57,wirausaha,cerai,1
59,pegawai tetap,belum menikah,0
71,pegawai tetap,duda,0
61,pns,menikah,0
24,karyawan tetap,belum menikah,0
31,pekerja informal,menikah,0
43,buruh,cerai,0
21,pns,duda,0
36,wirausaha,cerai,0
77,pengangguran,menikah,0
29,karyawan tetap,janda,0
76,pengangguran,janda,1
66,buruh,duda,1
71,pns,belum menikah,0
62,buruh,duda,0
19,buruh,cerai,0
49,pegawai tetap,duda,0
24,pengangguran,janda,0
64,pns,cerai,0
40,pns,cerai,0
56,pegawai tetap,belum menikah,0
36,karyawan tetap,janda,0
79,buruh,cerai,1
19,pengangguran,belum menikah,0
27,buruh,belum menikah,0
50,pekerja informal,janda,0
58,pengangguran,duda,0
58,pengangguran,belum menikah,0
25,pegawai tetap,duda,0
20,wirausaha,janda,0
21,wirausaha,janda,0
72,karyawan tetap,menikah,0
40,buruh,menikah,1
29,pengangguran,cerai,0
48,pengangguran,menikah,0
44,pegawai tetap,janda,0
